rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.05370943845247807,0.05370943845247807
2,1,f1,-0.0209564181384439,0.0209564181384439
3,3,f3,-0.011920211131151045,0.011920211131151045
4,5,f5,-0.01176568137070183,0.01176568137070183
5,4,f4,0.00434644013730826,0.00434644013730826
6,6,f6,-0.003697414484109017,0.003697414484109017
7,2,f2,0.0031333687280773377,0.0031333687280773377
