rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.12158093634021935,0.12158093634021935
2,1,f1,-0.04942660881282086,0.04942660881282086
3,5,f5,-0.02448589173450019,0.02448589173450019
4,6,f6,-0.021670756456291355,0.021670756456291355
5,4,f4,0.007220946576478921,0.007220946576478921
6,3,f3,-0.004698719800085235,0.004698719800085235
7,2,f2,-0.0001809993272022116,0.0001809993272022116
