timestep,reward
23950,-2.067
24000,-2.0650000000000004
24050,-2.0620000000000003
24100,-2.059
24150,-2.057
24200,-2.0610000000000004
24250,-2.0600000000000005
24300,-2.0609999999999995
24350,-2.062
24400,-2.062
24450,-2.0620000000000003
24500,-2.0629999999999997
24550,-2.0609999999999995
24600,-2.061
24650,-2.066
24700,-2.066
24750,-2.0620000000000003
24800,-2.0610000000000004
24850,-2.0599999999999996
24900,-2.058
24950,-2.0570000000000004
25000,-2.06
25050,-2.058
25100,-2.0589999999999997
25150,-2.061
25200,-2.0580000000000003
25250,-2.059
25300,-2.053
25350,-2.051
25400,-2.049
25450,-2.05
25500,-2.051
25550,-2.052
25600,-2.0540000000000003
25650,-2.054
25700,-2.05
25750,-2.048
25800,-2.0420000000000003
25850,-2.039
25900,-2.039
25950,-2.04
26000,-2.0380000000000003
26050,-2.039
26100,-2.0389999999999997
26150,-2.04
26200,-2.039
26250,-2.0370000000000004
26300,-2.036
26350,-2.033
26400,-2.0309999999999997
26450,-2.032
26500,-2.033
26550,-2.03
26600,-2.029
26650,-2.028
26700,-2.029
26750,-2.03
26800,-2.033
26850,-2.031
26900,-2.031
26950,-2.032
27000,-2.032
27050,-2.03
27100,-2.028
27150,-2.0250000000000004
27200,-2.025
27250,-2.0240000000000005
27300,-2.0240000000000005
27350,-2.027
27400,-2.0269999999999997
27450,-2.0260000000000002
27500,-2.023
27550,-2.0200000000000005
27600,-2.016
27650,-2.012
27700,-2.012
27750,-2.013
27800,-2.013
27850,-2.012
27900,-2.012
27950,-2.0080000000000005
28000,-2.0060000000000002
28050,-2.0039999999999996
28100,-2.002
28150,-2.002
28200,-2.0009999999999994
28250,-1.999
28300,-1.9989999999999997
28350,-1.9969999999999999
28400,-1.9969999999999999
28450,-1.9969999999999999
28500,-1.9969999999999997
28550,-1.996
28600,-1.994
28650,-1.9929999999999999
28700,-1.9909999999999997
28750,-1.9899999999999998
28800,-1.987
28850,-1.986
28900,-1.986
28950,-1.9820000000000002
29000,-1.9809999999999999
29050,-1.9820000000000002
29100,-1.982
29150,-1.9809999999999999
29200,-1.982
29250,-1.983
29300,-1.984
29350,-1.9829999999999999
29400,-1.983
29450,-1.984
29500,-1.984
29550,-1.986
29600,-1.987
29650,-1.9860000000000002
29700,-1.9850000000000003
29750,-1.983
29800,-1.983
29850,-1.985
29900,-1.984
29950,-1.987
