episode,timestep,reward,length
150,4200,-1.5939751267433167,20
151,4221,-1.6760415211319923,21
152,4241,-1.5985078886151314,20
153,4260,-1.5205751061439514,19
154,4280,-1.6026670932769775,20
155,4301,-1.6851556822657585,21
156,4321,-1.6071742102503777,20
157,4340,-1.5287979170680046,19
158,4360,-1.6113135293126106,20
159,4379,-1.5327256917953491,19
160,4399,-1.615443967282772,20
161,4419,-1.617594189941883,20
162,4438,-1.5386847704648972,19
163,4458,-1.6217099204659462,20
164,4478,-1.6238515600562096,20
165,4498,-1.6259900406002998,20
166,4519,-1.7096091210842133,21
167,4539,-1.630424253642559,20
168,4560,-1.714257076382637,21
169,4581,-1.7166615203022957,21
170,4603,-1.8010022789239883,22
171,4622,-1.5575185045599937,19
172,4642,-1.6415076851844788,20
173,4662,-1.6436169296503067,20
174,4681,-1.5633690729737282,19
175,4701,-1.6476584300398827,20
176,4721,-1.649758219718933,20
177,4740,-1.5691947042942047,19
178,4759,-1.5710264816880226,19
179,4779,-1.655708558857441,20
180,4798,-1.5748394131660461,19
181,4819,-1.7427775040268898,21
182,4839,-1.6619540229439735,20
183,4859,-1.6640309318900108,20
184,4878,-1.582733005285263,19
185,4897,-1.5845471173524857,19
186,4917,-1.6699209734797478,20
187,4937,-1.6719850972294807,20
188,4956,-1.590277761220932,19
189,4975,-1.5920819714665413,19
190,4994,-1.5938839688897133,19
191,5013,-1.5956837013363838,19
192,5032,-1.5974811166524887,19
193,5051,-1.5992763340473175,19
194,5070,-1.6010692492127419,19
195,5089,-1.6028598323464394,19
196,5108,-1.6046481505036354,19
197,5127,-1.6064340695738792,19
198,5147,-1.6929283887147903,20
199,5166,-1.6101434156298637,19
200,5185,-1.6119217574596405,19
201,5204,-1.6136977300047874,19
202,5223,-1.6154712811112404,19
203,5242,-1.6172424107789993,19
204,5262,-1.7042891532182693,20
205,5281,-1.6209187731146812,19
206,5300,-1.6226821392774582,19
207,5319,-1.6244430989027023,19
208,5338,-1.6262015849351883,19
209,5357,-1.627957634627819,19
210,5376,-1.6297112330794334,19
211,5395,-1.6314623206853867,19
212,5416,-1.8052665889263153,21
213,5435,-1.6352240964770317,19
214,5454,-1.6369667500257492,19
215,5473,-1.6387068629264832,19
216,5493,-1.7268488705158234,20
217,5512,-1.642314687371254,19
218,5531,-1.6440467983484268,19
219,5551,-1.7324609905481339,20
220,5570,-1.6476370692253113,19
221,5589,-1.6493611633777618,19
222,5608,-1.6510827466845512,19
223,5628,-1.7398555800318718,20
224,5647,-1.654649905860424,19
225,5666,-1.6563633903861046,19
226,5685,-1.658074364066124,19
227,5704,-1.659782811999321,19
228,5723,-1.6614886596798897,19
229,5742,-1.6631919965147972,19
230,5761,-1.6648927927017212,19
231,5780,-1.6665910482406616,19
232,5799,-1.6682867631316185,19
233,5818,-1.6699799075722694,19
234,5837,-1.6716704592108727,19
235,5856,-1.673358529806137,19
236,5875,-1.6750439703464508,19
237,5894,-1.676726907491684,19
238,5913,-1.6784072667360306,19
239,5932,-1.68008504062891,19
240,5951,-1.6817602813243866,19
241,5970,-1.6834329441189766,19
242,5989,-1.6851030439138412,19
243,6008,-1.6867705658078194,19
244,6027,-1.6884355768561363,19
245,6048,-1.8681323379278183,21
246,6067,-1.6919929310679436,19
247,6086,-1.6936493441462517,19
248,6105,-1.695303164422512,19
249,6124,-1.6969544664025307,19
250,6143,-1.6986031532287598,19
251,6163,-1.7897968739271164,20
252,6182,-1.7020119577646255,19
253,6201,-1.7036526203155518,19
254,6220,-1.705290712416172,19
255,6239,-1.7069262489676476,19
256,6258,-1.708559274673462,19
257,6277,-1.7101897448301315,19
258,6296,-1.7118175998330116,19
259,6315,-1.7134429588913918,19
260,6334,-1.715065784752369,19
261,6353,-1.716686062514782,19
262,6372,-1.718303807079792,19
263,6391,-1.7199189960956573,19
264,6410,-1.7215316444635391,19
265,6429,-1.7231417745351791,19
266,6448,-1.7247493863105774,19
267,6467,-1.726354457437992,19
268,6486,-1.727957010269165,19
269,6505,-1.729557029902935,19
270,6524,-1.7311545312404633,19
271,6543,-1.7327495217323303,19
272,6562,-1.7343420088291168,19
273,6581,-1.735931970179081,19
274,6600,-1.7375193983316422,19
275,6619,-1.7391043826937675,19
276,6638,-1.7406868189573288,19
277,6657,-1.7422667145729065,19
278,6676,-1.7438441887497902,19
279,6695,-1.7454191222786903,19
280,6714,-1.7469915598630905,19
281,6733,-1.748561568558216,19
282,6752,-1.7501290142536163,19
283,6771,-1.7516940161585808,19
284,6790,-1.7532565742731094,19
285,6809,-1.7548166140913963,19
286,6828,-1.7563742026686668,19
287,6847,-1.7579292953014374,19
288,6866,-1.759482003748417,19
289,6885,-1.761032149195671,19
290,6905,-1.8554035872220993,20
291,6924,-1.7642292082309723,19
292,6943,-1.7657716944813728,19
293,6962,-1.7673117741942406,19
294,6981,-1.7688493207097054,19
295,7000,-1.7703844755887985,19
296,7019,-1.7719172239303589,19
297,7038,-1.7734475061297417,19
298,7057,-1.7749754190444946,19
299,7076,-1.7765008434653282,19
300,7095,-1.7780238837003708,19
301,7114,-1.7795445173978806,19
302,7133,-1.781062752008438,19
303,7152,-1.782578557729721,19
304,7171,-1.784091979265213,19
305,7190,-1.7856029868125916,19
306,7209,-1.7871116399765015,19
307,7228,-1.7886178717017174,19
308,7247,-1.790121741592884,19
309,7266,-1.7916232645511627,19
310,7285,-1.7931223660707474,19
311,7304,-1.794619083404541,19
312,7323,-1.7961134761571884,19
313,7342,-1.7976054474711418,19
314,7361,-1.7990951091051102,19
315,7381,-1.8954036831855774,20
316,7400,-1.8021630495786667,19
317,7419,-1.8036453574895859,19
318,7438,-1.8051252588629723,19
319,7457,-1.8066028654575348,19
320,7476,-1.808078147470951,19
321,7495,-1.8095511347055435,19
322,7514,-1.8110217899084091,19
323,7533,-1.812490090727806,19
324,7552,-1.8139561116695404,19
325,7571,-1.8154198229312897,19
326,7590,-1.8168812468647957,19
327,7609,-1.8183403462171555,19
328,7628,-1.819797158241272,19
329,7647,-1.8212516978383064,19
330,7666,-1.822703942656517,19
331,7685,-1.8241538926959038,19
332,7704,-1.8256015703082085,19
333,7723,-1.827046975493431,19
334,7742,-1.8284901157021523,19
335,7761,-1.8299309983849525,19
336,7780,-1.8313696682453156,19
337,7799,-1.832806058228016,19
338,7818,-1.8342401534318924,19
339,7837,-1.835672028362751,19
340,7856,-1.8371017128229141,19
341,7875,-1.8385290876030922,19
342,7894,-1.8399543091654778,19
343,7913,-1.84137724339962,19
344,7932,-1.842798002064228,19
345,7951,-1.8442165106534958,19
346,7970,-1.8456328436732292,19
347,7989,-1.8470469266176224,19
348,8008,-1.848458856344223,19
349,8027,-1.8498685210943222,19
350,8046,-1.8512761145830154,19
351,8065,-1.8526813760399818,19
352,8084,-1.8540845140814781,19
353,8103,-1.8554855063557625,19
354,8122,-1.8568843007087708,19
355,8141,-1.8582809045910835,19
356,8160,-1.859675407409668,19
357,8179,-1.8610676974058151,19
358,8199,-1.960531696677208,20
359,8218,-1.8639288619160652,19
360,8238,-1.9635385647416115,20
361,8257,-1.866780437529087,19
362,8276,-1.8681614473462105,19
363,8295,-1.869540348649025,19
364,8314,-1.87091713398695,19
365,8333,-1.872291810810566,19
366,8352,-1.87366434186697,19
367,8371,-1.875034749507904,19
368,8390,-1.876403070986271,19
369,8409,-1.8777693137526512,19
370,8428,-1.8791334182024002,19
371,8447,-1.8804954811930656,19
372,8466,-1.8818554133176804,19
373,8485,-1.883213222026825,19
374,8504,-1.8845690190792084,19
375,8523,-1.8859227299690247,19
376,8542,-1.8872743546962738,19
377,8561,-1.8886239156126976,19
378,8580,-1.8899714201688766,19
379,8599,-1.891316868364811,19
380,8618,-1.8926602378487587,19
381,8637,-1.8940016031265259,19
382,8656,-1.8953408896923065,19
383,8675,-1.8966781571507454,19
384,8694,-1.8980133831501007,19
385,8713,-1.8993465825915337,19
386,8732,-1.9006777480244637,19
387,8751,-1.9020069167017937,19
388,8770,-1.9033340588212013,19
389,8789,-1.9046591594815254,19
390,8808,-1.9059823006391525,19
391,8827,-1.9073034152388573,19
392,8846,-1.9086225107312202,19
393,8865,-1.9099396392703056,19
394,8884,-1.9112547934055328,19
395,8903,-1.9125679358839989,19
396,8922,-1.913879081606865,19
397,8941,-1.9151882752776146,19
398,8960,-1.9164955094456673,19
399,8979,-1.9178007543087006,19
400,8998,-1.9191040396690369,19
401,9017,-1.9204053655266762,19
402,9036,-1.9217047467827797,19
403,9055,-1.923002153635025,19
404,9074,-1.9242976605892181,19
405,9093,-1.9255911782383919,19
406,9112,-1.926882803440094,19
407,9131,-1.9281724765896797,19
408,9150,-1.9294602051377296,19
409,9169,-1.9307460263371468,19
410,9188,-1.9320299327373505,19
411,9207,-1.933311901986599,19
412,9226,-1.9345920011401176,19
413,9246,-2.0378034859895706,20
414,9265,-1.9372160360217094,19
415,9284,-1.93849016726017,19
416,9303,-1.939762406051159,19
417,9322,-1.941032811999321,19
418,9341,-1.9423012658953667,19
419,9360,-1.9435678720474243,19
420,9379,-1.9448326081037521,19
421,9398,-1.946095459163189,19
422,9417,-1.9473564177751541,19
423,9436,-1.9486155435442924,19
424,9455,-1.9498728215694427,19
425,9474,-1.9511282294988632,19
426,9493,-1.9523817896842957,19
427,9512,-1.95363350212574,19
428,9531,-1.9548833817243576,19
429,9550,-1.9561313763260841,19
430,9569,-1.9573775753378868,19
431,9588,-1.9586219415068626,19
432,9607,-1.9598645120859146,19
433,9626,-1.9611052349209785,19
434,9645,-1.9623441398143768,19
435,9664,-1.9635812193155289,19
436,9683,-1.9648164957761765,19
437,9702,-1.966049961745739,19
438,9721,-1.9672816321253777,19
439,9740,-1.968511514365673,19
440,9759,-1.969739593565464,19
441,9778,-1.9709658846259117,19
442,9797,-1.9721903949975967,19
443,9816,-1.9734131321310997,19
444,9835,-1.9746340736746788,19
445,9854,-1.9758532419800758,19
446,9873,-1.9770706444978714,19
447,9892,-1.9782862961292267,19
448,9911,-1.9795001596212387,19
449,9931,-2.0850032046437263,20
450,9950,-1.9819847494363785,19
451,9969,-1.9831931591033936,19
452,9988,-1.984399825334549,19
453,10007,-1.9856047630310059,19
454,10026,-1.9868079721927643,19
455,10045,-1.9880094528198242,19
456,10064,-1.9892091900110245,19
457,10083,-1.9904071986675262,19
458,10102,-1.9916034936904907,19
459,55,-5.660851709544659,54
460,128,-7.5937830954790115,73
461,182,-5.541282407939434,54
462,219,-3.7822554633021355,37
463,267,-4.904979042708874,48
464,310,-4.384609326720238,43
465,413,-10.389583997428417,103
466,489,-7.396927617490292,76
467,543,-5.19174499809742,54
468,607,-6.1285978108644485,64
469,681,-7.0288494527339935,74
470,744,-5.920064181089401,63
471,792,-4.487151280045509,48
472,823,-2.8946492224931717,31
473,867,-4.111156649887562,44
474,902,-3.2687490731477737,35
475,938,-3.3637636601924896,36
476,974,-3.3651405423879623,36
477,1014,-3.7405278608202934,40
478,1048,-3.1795798391103745,34
479,1078,-2.806913197040558,30
480,1117,-3.65159622579813,39
481,1153,-3.3712003007531166,36
482,1192,-3.6535822302103043,39
483,1232,-3.7477766424417496,40
484,1265,-3.0920283421874046,33
485,1297,-3.0000212341547012,32
486,1342,-4.221119076013565,45
487,1371,-2.718599282205105,29
488,1409,-3.5648997128009796,38
489,1437,-2.627224288880825,28
490,1472,-3.286476284265518,35
491,1514,-3.9454704225063324,42
492,1557,-4.038569413125515,43
493,1588,-2.910614363849163,31
494,1627,-3.6641231402754784,39
495,1658,-2.912854440510273,31
496,1701,-4.042881011962891,43
497,1731,-2.81971737742424,30
498,1759,-2.633356250822544,28
499,1787,-2.635098986327648,28
500,1813,-2.448422782123089,26
501,1839,-2.4500304609537125,26
502,1864,-2.3573050275444984,25
503,1891,-2.547604039311409,27
504,1919,-2.6437230482697487,28
505,1949,-2.8344655707478523,30
506,1977,-2.6470834463834763,28
507,1999,-2.0810027047991753,22
508,2027,-2.6503237783908844,28
509,2054,-2.5572731494903564,27
510,2077,-2.1796840727329254,23
511,2100,-2.1809861287474632,23
512,2122,-2.0873696953058243,22
513,2144,-2.088564284145832,22
514,2169,-2.374837286770344,25
515,2194,-2.376316949725151,25
516,2217,-2.1875018402934074,23
517,2243,-2.4743981063365936,26
518,2265,-2.094902351498604,22
519,2286,-2.0007751509547234,21
520,2306,-1.9064926430583,20
521,2328,-2.0982754081487656,22
522,2353,-2.385853871703148,25
523,2375,-2.100736401975155,22
524,2401,-2.4842270985245705,26
525,2422,-2.0075707882642746,21
526,2444,-2.1043202355504036,22
527,2468,-2.296968512237072,24
528,2492,-2.2983280271291733,24
529,2513,-2.0121289864182472,21
530,2534,-2.0131885036826134,21
531,2556,-2.1101971566677094,22
532,2579,-2.207362100481987,23
533,2601,-2.112558074295521,22
534,2622,-2.0176037400960922,21
535,2644,-2.114816352725029,22
536,2666,-2.115969106554985,22
537,2688,-2.117120161652565,22
538,2708,-1.92563796043396,20
539,2728,-1.9265815392136574,20
540,2748,-1.9275240004062653,20
541,2773,-2.410767041146755,25
542,2793,-1.9295951947569847,20
543,2815,-2.1236547753214836,22
544,2836,-2.0281815379858017,21
545,2858,-2.1258831173181534,22
546,2879,-2.030305713415146,21
547,2900,-2.031341701745987,21
548,2921,-2.032376393675804,21
549,2941,-1.936550296843052,20
550,2960,-1.8405780419707298,19
551,2981,-2.035303108394146,21
552,3000,-1.8423385322093964,19
553,3021,-2.037246935069561,21
554,3041,-1.9411835744976997,20
555,3062,-2.039247013628483,21
556,3084,-2.1374609917402267,22
557,3105,-2.04134289175272,21
558,3124,-1.847796879708767,19
559,3144,-1.9459445253014565,20
560,3164,-1.9468654468655586,20
561,3183,-1.850367322564125,19
562,3204,-2.046111725270748,21
563,3224,-1.9496163576841354,20
564,3244,-1.9505334421992302,20
565,3265,-2.0490535125136375,21
566,3284,-1.854765497148037,19
567,3303,-1.855580598115921,19
568,3323,-1.9541300535202026,20
569,3344,-2.052825890481472,21
570,3364,-1.9560036659240723,20
571,3385,-2.0547910183668137,21
572,3407,-2.153725191950798,22
573,3427,-1.9588731974363327,20
574,3447,-1.9597804099321365,20
575,3466,-1.8626239821314812,19
576,3487,-2.059644751250744,21
577,3507,-1.962490238249302,20
578,3527,-1.963393658399582,20
579,3547,-1.964296154677868,20
580,3567,-1.965197704732418,20
581,3586,-1.8677652180194855,19
582,3606,-1.9669435024261475,20
583,3626,-1.9678423553705215,20
584,3646,-1.9687402918934822,20
585,3668,-2.166664958000183,22
586,3688,-1.970622293651104,20
587,3707,-1.8729133754968643,19
588,3729,-2.1696567609906197,22
589,3749,-1.9733388051390648,20
590,3769,-1.9742308408021927,20
591,3788,-1.8763379752635956,19
592,3809,-2.0747871175408363,21
593,3828,-1.8780226707458496,19
594,3848,-1.9777302891016006,20
595,3868,-1.9786178469657898,20
596,3887,-1.8805015236139297,19
597,3907,-1.9803371876478195,20
598,3927,-1.9812220931053162,20
599,3948,-2.0812416672706604,21
600,3970,-2.1814020574092865,22
601,3989,-1.8847757205367088,19
602,4008,-1.8855627924203873,19
603,4027,-1.8863491863012314,19
604,4046,-1.8871348798274994,19
605,4067,-2.0867087990045547,21
606,4087,-1.9882366806268692,20
607,4107,-1.989113450050354,20
608,4126,-1.8904624059796333,19
609,4145,-1.8912444189190865,19
610,4165,-1.9916348680853844,20
611,4186,-2.0921634882688522,21
612,4207,-2.093127056956291,21
613,4226,-1.8945981562137604,19
614,4245,-1.8953763917088509,19
615,4265,-1.9959801509976387,20
616,4285,-1.9968490526080132,20
617,4305,-1.9977170526981354,20
618,4325,-1.998584195971489,20
619,4346,-2.0994525477290154,21
620,4366,-2.0003602504730225,20
621,4385,-1.9011363610625267,19
622,4405,-2.0020375475287437,20
623,4424,-1.9027283266186714,19
624,4443,-1.9034992456436157,19
625,4462,-1.904269501566887,19
626,4481,-1.9050391465425491,19
627,4500,-1.9058080911636353,19
628,4519,-1.9065764397382736,19
629,4539,-2.007758840918541,20
630,4558,-1.9081584438681602,19
631,4578,-2.009422592818737,20
632,4598,-2.010278105735779,20
633,4618,-2.0111327692866325,20
634,4637,-1.9113605841994286,19
635,4656,-1.9121240079402924,19
636,4675,-1.9128867983818054,19
637,4694,-1.9136489555239677,19
638,4713,-1.9144104570150375,19
639,4733,-2.0159977674484253,20
640,4752,-1.9159779772162437,19
641,4771,-1.9167374670505524,19
642,4790,-1.9174963235855103,19
643,4809,-1.9182545319199562,19
644,4830,-2.1210714280605316,21
645,4849,-1.9198549911379814,19
646,4868,-1.9206111207604408,19
647,4887,-1.921366609632969,19
648,4906,-1.9221214428544044,19
649,4925,-1.9228756949305534,19
650,4944,-1.9236292615532875,19
651,4964,-2.0256931111216545,20
652,4984,-2.0265328139066696,20
653,5003,-1.9259769096970558,19
654,5022,-1.9267277494072914,19
655,5041,-1.9274780079722404,19
656,5060,-1.9282276183366776,19
657,5079,-1.9289766177535057,19
658,5098,-1.9297250136733055,19
659,5117,-1.9304727390408516,19
660,5136,-1.9312198460102081,19
661,5156,-2.0336761251091957,20
662,5175,-1.9327567741274834,19
663,5194,-1.933501958847046,19
664,5214,-2.036076173186302,20
665,5233,-1.9350346848368645,19
666,5252,-1.9357779175043106,19
667,5271,-1.936520479619503,19
668,5290,-1.9372624307870865,19
669,5309,-1.938003771007061,19
670,5328,-1.9387444630265236,19
671,5347,-1.9394845962524414,19
672,5366,-1.9402240589261055,19
673,5385,-1.94096290320158,19
674,5404,-1.9417011514306068,19
675,5423,-1.942438781261444,19
676,5442,-1.9431757926940918,19
677,5461,-1.9439121708273888,19
678,5480,-1.9446479827165604,19
679,5499,-1.9453831389546394,19
680,5518,-1.9461177065968513,19
681,5537,-1.9468516483902931,19
682,5556,-1.947584941983223,19
683,5575,-1.9483176693320274,19
684,5594,-1.94904974848032,19
685,5613,-1.9497812613844872,19
686,5632,-1.950512133538723,19
687,5651,-1.9512424394488335,19
688,5670,-1.9519721046090126,19
689,5689,-1.9527011662721634,19
690,5708,-1.9534296169877052,19
691,5727,-1.95415747910738,19
692,5746,-1.9548847451806068,19
693,5765,-1.9556113928556442,19
694,5784,-1.956337384879589,19
695,5803,-1.9570628255605698,19
696,5822,-1.9577876776456833,19
697,5841,-1.958511896431446,19
698,5860,-1.9592355489730835,19
699,5879,-1.9599585458636284,19
700,5898,-1.960681013762951,19
701,5917,-1.9614028334617615,19
702,5936,-1.962124064564705,19
703,5955,-1.96284469217062,19
704,5975,-2.0669365227222443,20
705,5994,-1.964325375854969,19
706,6013,-1.9650441482663155,19
707,6032,-1.9657622799277306,19
708,6051,-1.9664799198508263,19
709,6070,-1.9671969041228294,19
710,6089,-1.9679132923483849,19
711,6108,-1.9686290919780731,19
712,6127,-1.969344288110733,19
713,6146,-1.9700589403510094,19
714,6165,-1.9707729741930962,19
715,6185,-2.0752748548984528,20
716,6204,-1.97223961353302,19
717,6223,-1.9729518368840218,19
718,6242,-1.9736634343862534,19
719,6261,-1.974374458193779,19
720,6280,-1.9750848859548569,19
721,6299,-1.9757947251200676,19
722,6318,-1.9765040054917336,19
723,6337,-1.9772126749157906,19
724,6356,-1.9779207780957222,19
725,6375,-1.9786282926797867,19
726,6394,-1.9793352484703064,19
727,6413,-1.9800416007637978,19
728,6432,-1.980747364461422,19
729,6451,-1.981452539563179,19
730,6471,-2.086506888270378,20
731,6490,-1.9829004630446434,19
732,6510,-2.0880296751856804,20
733,6529,-1.9843457490205765,19
734,6548,-1.9850479513406754,19
735,6567,-1.9857495501637459,19
736,6586,-1.9864505380392075,19
737,6605,-1.9871509745717049,19
738,6624,-1.987850844860077,19
739,6643,-1.9885501712560654,19
740,6662,-1.989248864352703,19
741,6682,-2.0947064757347107,20
742,6701,-1.9906830564141273,19
743,6720,-1.9913800060749054,19
744,6739,-1.9920763671398163,19
745,6758,-1.9927721992135048,19
746,6777,-1.9934674128890038,19
747,6796,-1.9941620826721191,19
748,6815,-1.9948561936616898,19
749,6834,-1.9955497309565544,19
750,6853,-1.9962426871061325,19
751,6872,-1.9969350919127464,19
752,6891,-1.997626930475235,19
753,6910,-1.9983181953430176,19
754,6929,-1.9990089163184166,19
755,6948,-1.9996990710496902,19
756,6967,-2.0003886595368385,19
757,6987,-2.1064226031303406,20
758,7006,-2.001803547143936,19
759,7025,-2.002491384744644,19
760,7044,-2.003178671002388,19
761,7063,-2.003865398466587,19
762,7082,-2.0045515820384026,19
763,7101,-2.005237177014351,19
764,7120,-2.005922220647335,19
765,7139,-2.0066067427396774,19
766,7158,-2.0072906836867332,19
767,7177,-2.007974073290825,19
768,7196,-2.008656919002533,19
769,7215,-2.0093391984701157,19
770,7234,-2.010020926594734,19
771,7253,-2.0107021257281303,19
772,7272,-2.011382758617401,19
773,7291,-2.0120628625154495,19
774,7310,-2.0127423778176308,19
775,7330,-2.1194155290722847,20
776,7349,-2.01413594186306,19
777,7368,-2.0148137509822845,19
778,7387,-2.0154910311102867,19
779,7406,-2.016167789697647,19
780,7425,-2.016843982040882,19
781,7444,-2.0175196081399918,19
782,7463,-2.0181947126984596,19
783,7483,-2.1251499876379967,20
784,7502,-2.0195788890123367,19
785,7521,-2.0202523097395897,19
786,7540,-2.020925149321556,19
787,7559,-2.0215974748134613,19
788,7578,-2.0222692787647247,19
789,7597,-2.0229405239224434,19
790,7616,-2.023611195385456,19
791,7636,-2.130846790969372,20
792,7655,-2.0249861031770706,19
793,7674,-2.025655135512352,19
794,7693,-2.026323601603508,19
795,7712,-2.026991553604603,19
796,7731,-2.0276590138673782,19
797,7750,-2.0283258855342865,19
798,7769,-2.028992235660553,19
799,7788,-2.0296580493450165,19
800,7807,-2.0303233340382576,19
801,7826,-2.0309880897402763,19
802,7845,-2.0316523239016533,19
803,7864,-2.032316006720066,19
804,7884,-2.1400020867586136,20
805,7903,-2.033676080405712,19
806,7922,-2.0343381091952324,19
807,7941,-2.034999631345272,19
808,7960,-2.0356606245040894,19
809,7979,-2.036321073770523,19
810,7998,-2.036981016397476,19
811,8017,-2.037640430033207,19
812,8036,-2.0382993072271347,19
813,8055,-2.0389576703310013,19
814,8074,-2.0396155267953873,19
815,8093,-2.040272831916809,19
816,8112,-2.0409296080470085,19
817,8131,-2.0415858775377274,19
818,8150,-2.0422416403889656,19
819,8169,-2.0428968593478203,19
820,8188,-2.043551579117775,19
821,8207,-2.0442057847976685,19
822,8226,-2.0448594614863396,19
823,8245,-2.0455125868320465,19
824,8264,-2.0461652353405952,19
825,8283,-2.046817347407341,19
826,8302,-2.0474689602851868,19
827,8321,-2.0481200367212296,19
828,8340,-2.0487706139683723,19
829,8359,-2.0494206696748734,19
830,8378,-2.0500702261924744,19
831,8397,-2.0507192462682724,19
832,8416,-2.0513677522540092,19
833,8435,-2.052015781402588,19
834,8454,-2.052663281559944,19
835,8473,-2.0533102601766586,19
836,8492,-2.0539567321538925,19
837,8511,-2.0546027049422264,19
838,8530,-2.0552481412887573,19
