rank,idx,feature,weight
1,5,f5,0.20349229196786428
2,0,f0,0.18758029156732156
3,3,f3,0.1702907138699609
4,1,f1,0.15188044712573603
5,6,f6,0.15054677566625121
6,2,f2,0.13620947980286593
7,4,f4,0.0
