rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.13530271342242045,0.13530271342242045
2,1,f1,-0.04617290413744181,0.04617290413744181
3,5,f5,-0.0363609437014128,0.0363609437014128
4,3,f3,-0.035828934360094065,0.035828934360094065
5,2,f2,-0.01857249079967932,0.01857249079967932
6,6,f6,-0.0005718083460608117,0.0005718083460608117
7,4,f4,-1.3283557732204807e-05,1.3283557732204807e-05
