rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.057212084134907006,0.057212084134907006
2,3,f3,-0.036312231555023694,0.036312231555023694
3,5,f5,-0.030720090070462905,0.030720090070462905
4,1,f1,-0.028360430537393573,0.028360430537393573
5,2,f2,-0.01484601435209772,0.01484601435209772
6,6,f6,0.0016792131546499148,0.0016792131546499148
7,4,f4,0.0,0.0
