rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.19881088927934512,0.19881088927934512
2,1,f1,-0.06000538115309625,0.06000538115309625
3,5,f5,-0.039400143300843744,0.039400143300843744
4,3,f3,-0.03194248227414047,0.03194248227414047
5,2,f2,-0.021662393457302354,0.021662393457302354
6,6,f6,-0.0039710581068201235,0.0039710581068201235
7,4,f4,0.00018561831154113222,0.00018561831154113222
