rank,idx,feature,weight
1,5,f5,0.21533124174390117
2,0,f0,0.18240908232516315
3,3,f3,0.17174672598581006
4,6,f6,0.15017936843163818
5,1,f1,0.14690890159861372
6,2,f2,0.13342467991487386
7,4,f4,0.0
