rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.06283060237942642,0.06283060237942642
2,3,f3,-0.03484322648962706,0.03484322648962706
3,5,f5,-0.02899720161623242,0.02899720161623242
4,1,f1,-0.027306316861264165,0.027306316861264165
5,2,f2,-0.01189176393732981,0.01189176393732981
6,6,f6,0.0017052079412938335,0.0017052079412938335
7,4,f4,0.0,0.0
