rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.08869498669479974,0.08869498669479974
2,1,f1,-0.036099617484434444,0.036099617484434444
3,5,f5,-0.035284056820341594,0.035284056820341594
4,3,f3,-0.03492932045840171,0.03492932045840171
5,2,f2,-0.015674319561945337,0.015674319561945337
6,4,f4,-0.0011303725421129755,0.0011303725421129755
7,6,f6,0.0009066748376875254,0.0009066748376875254
