rank,idx,feature,weight
1,5,f5,0.22404933899680898
2,0,f0,0.1784225991081109
3,3,f3,0.1716177469121629
4,6,f6,0.15103866662583446
5,1,f1,0.14361601960929687
6,2,f2,0.13125562874778596
7,4,f4,0.0
