rank,idx,feature,weight
1,5,f5,0.18945323725285154
2,3,f3,0.17756441534338585
3,6,f6,0.15858397346887448
4,4,f4,0.14307519591421206
5,1,f1,0.12625092661263373
6,2,f2,0.11929309418548685
7,0,f0,0.08577915722255548
