rank,idx,feature,weight
1,5,f5,0.21223517800489214
2,0,f0,0.1871409274133204
3,3,f3,0.16401762456284746
4,1,f1,0.1516939720341103
5,6,f6,0.1504344627425385
6,2,f2,0.13447783524229115
7,4,f4,0.0
