rank,idx,feature,r_ft,abs_r_ft
1,3,f3,-0.03638769752391313,0.03638769752391313
2,0,f0,0.029739373343485406,0.029739373343485406
3,5,f5,-0.025796987384548588,0.025796987384548588
4,1,f1,-0.018425866290913657,0.018425866290913657
5,2,f2,-0.011735245097084094,0.011735245097084094
6,6,f6,-8.949756794925572e-06,8.949756794925572e-06
7,4,f4,0.0,0.0
