rank,idx,feature,r_ft,abs_r_ft
1,3,f3,-0.03681473072297778,0.03681473072297778
2,0,f0,0.03338124561649668,0.03338124561649668
3,5,f5,-0.027531938562508948,0.027531938562508948
4,1,f1,-0.01643606748302742,0.01643606748302742
5,2,f2,-0.008334367826737249,0.008334367826737249
6,6,f6,0.0017344154097695959,0.0017344154097695959
7,4,f4,0.0,0.0
