rank,idx,feature,r_ft,abs_r_ft
1,3,f3,-0.03864347322357139,0.03864347322357139
2,0,f0,0.028527410900043546,0.028527410900043546
3,5,f5,-0.024314518537020068,0.024314518537020068
4,1,f1,-0.015007660335141204,0.015007660335141204
5,2,f2,-0.008277958663952546,0.008277958663952546
6,6,f6,0.0015981047074882255,0.0015981047074882255
7,4,f4,0.0,0.0
