,reward,episode_len
0,-19.48265877366066,19
1,-4.064928740262985,20
2,-3.733252599835396,19
3,-3.752804070711136,19
4,-3.764608398079872,19
5,-3.7724915891885757,19
6,-3.7781247347593307,19
7,-3.980334982275963,20
8,-3.761332854628563,19
9,-3.766471102833748,19
10,-3.7706602066755295,19
11,-3.7741411477327347,19
12,-3.7770795822143555,19
13,-3.977938950061798,20
14,-3.7678077667951584,19
