,reward,episode_len
0,-19.674157798290253,20
1,-3.886807084083557,20
2,-3.8453167974948883,20
3,-3.644124150276184,19
4,-3.871338978409767,20
5,-3.861648917198181,20
6,-3.6629432290792465,19
7,-3.681003138422966,19
8,-3.695152923464775,19
9,-3.706539273262024,19
10,-3.7158999890089035,19
11,-4.113973751664162,21
12,-3.6974648237228394,19
13,-3.9000381231307983,20
14,-3.89455284178257,20
