episode,timestep,reward,length
584,7960,-1.6049637496471405,22
585,7982,-1.605185106396675,22
586,8007,-1.8243596032261848,25
587,8030,-1.6787093505263329,23
588,8053,-1.6789708584547043,23
589,8077,-1.7522534877061844,24
590,8099,-1.606491357088089,22
591,8120,-1.5336726307868958,21
592,8142,-1.606908142566681,22
593,8164,-1.607131004333496,22
594,8188,-1.7534983977675438,24
595,8208,-1.461468644440174,20
596,8229,-1.5347099900245667,21
597,8250,-1.5348965972661972,21
598,8272,-1.6081917509436607,22
599,8294,-1.6084157675504684,22
600,8317,-1.6817699372768402,23
601,8338,-1.5357522144913673,21
602,8359,-1.5359398275613785,21
603,8379,-1.462970845401287,20
604,8401,-1.609454832971096,22
605,8422,-1.5365040376782417,21
606,8443,-1.5366924926638603,21
607,8464,-1.5368811562657356,21
608,8488,-1.7566825672984123,24
609,8509,-1.5373386517167091,21
610,8530,-1.5375278741121292,21
611,8549,-1.3912535160779953,19
612,8570,-1.537854254245758,21
613,8592,-1.6112933903932571,22
614,8611,-1.391745187342167,19
615,8631,-1.4651334211230278,20
616,8653,-1.6118363738059998,22
617,8678,-1.8319245129823685,25
618,8699,-1.5390753000974655,21
619,8720,-1.5392662733793259,21
620,8743,-1.686091959476471,23
621,8764,-1.5397016406059265,21
622,8787,-1.686569169163704,23
623,8808,-1.540137641131878,21
624,8828,-1.466972604393959,20
625,8850,-1.6138613149523735,22
626,8872,-1.6140903607010841,22
627,8892,-1.4675470516085625,20
628,8915,-1.6878898963332176,23
629,8935,-1.4679391980171204,20
630,8958,-1.6883412525057793,23
631,8978,-1.4683319479227066,20
632,8999,-1.5419239327311516,21
633,9019,-1.468675397336483,20
634,9038,-1.3953861072659492,19
635,9062,-1.7628045976161957,24
636,9083,-1.5426990538835526,21
637,9102,-1.3959365114569664,19
638,9123,-1.5430356934666634,21
639,9144,-1.5432302728295326,21
640,9165,-1.5434250459074974,21
641,9187,-1.6171348243951797,22
642,9208,-1.5438412427902222,21
643,9229,-1.5440365299582481,21
644,9252,-1.6913211792707443,23
645,9275,-1.6915924102067947,23
646,9298,-1.6918638050556183,23
647,9319,-1.5449753254652023,21
648,9340,-1.5451713353395462,21
649,9361,-1.5453675463795662,21
650,9382,-1.5455639064311981,21
651,9404,-1.6193772181868553,22
652,9425,-1.5459831207990646,21
653,9447,-1.619816742837429,22
654,9467,-1.4727568179368973,20
655,9486,-1.3992669060826302,19
656,9509,-1.6940462663769722,23
657,9530,-1.546969324350357,21
658,9551,-1.5471669733524323,21
659,9575,-1.7684479802846909,24
660,9597,-1.6213459968566895,22
661,9619,-1.6215805858373642,22
662,9639,-1.4743613749742508,20
663,9661,-1.6219961643218994,22
664,9681,-1.4747394397854805,20
665,9704,-1.696168303489685,23
666,9725,-1.54890788346529,21
667,9747,-1.6228829696774483,22
668,9770,-1.6969065815210342,23
669,9792,-1.6233810037374496,22
670,9814,-1.6236168444156647,22
671,9838,-1.7714968100190163,24
672,9859,-1.5503085926175117,21
673,9881,-1.6243511959910393,22
674,9905,-1.7722983434796333,24
675,9925,-1.477144680917263,20
676,9947,-1.6250597909092903,22
677,9968,-1.5514106526970863,21
678,9989,-1.551611065864563,21
679,10011,-1.6257165670394897,22
680,10031,-1.4781234860420227,20
681,10055,-1.7739890292286873,24
682,10075,-1.4785541743040085,20
683,10095,-1.4787214323878288,20
684,10117,-1.6267955228686333,22
685,10138,-1.5530684739351273,21
686,10162,-1.7751966789364815,24
687,10183,-1.5535473227500916,21
688,10204,-1.5537490919232368,21
689,10226,-1.6279577910900116,22
690,10248,-1.62819604575634,22
691,10268,-1.4803787991404533,20
692,10288,-1.4805473238229752,20
693,10309,-1.554760031402111,21
694,10330,-1.554962620139122,21
695,10352,-1.6292299255728722,22
696,10373,-1.555393509566784,21
697,10393,-1.4815125837922096,20
698,10413,-1.481681928038597,20
699,10435,-1.6300543770194054,22
700,10457,-1.6302939280867577,22
701,10478,-1.556409701704979,21
702,10499,-1.556613340973854,21
703,10520,-1.5568170994520187,21
704,10541,-1.5570209994912148,21
705,10561,-1.4830635339021683,20
706,10582,-1.557403989136219,21
707,10604,-1.631789170205593,22
708,10625,-1.557837799191475,21
709,10646,-1.5580423101782799,21
710,10666,-1.484036810696125,20
711,10687,-1.558426633477211,21
712,10708,-1.5586315169930458,21
713,10728,-1.4845983162522316,20
714,10750,-1.6332646235823631,22
715,10771,-1.559246949851513,21
716,10791,-1.485184796154499,20
717,10811,-1.48535668104887,20
718,10832,-1.5598134398460388,21
719,10855,-1.7086118012666702,23
720,10877,-1.634582668542862,22
721,10898,-1.5605057179927826,21
722,10918,-1.486384280025959,20
723,10938,-1.4865569174289703,20
724,10960,-1.6354203820228577,22
725,10981,-1.5613057762384415,21
726,11002,-1.5615123361349106,21
727,11022,-1.4873435199260712,20
728,11043,-1.5619008913636208,21
729,11063,-1.4877138510346413,20
730,11082,-1.4134858325123787,19
731,11103,-1.5624475479125977,21
732,11125,-1.6370760574936867,22
733,11145,-1.4884559363126755,20
734,11166,-1.5630696788430214,21
735,11185,-1.414379134774208,19
736,11206,-1.5634355545043945,21
737,11228,-1.6381116956472397,22
738,11249,-1.5638760775327682,21
739,11270,-1.5640841498970985,21
740,11293,-1.7132918238639832,23
741,11315,-1.6390610709786415,22
742,11336,-1.5647825971245766,21
743,11359,-1.7140571177005768,23
744,11379,-1.4907050356268883,20
745,11398,-1.4163290932774544,19
746,11418,-1.491032138466835,20
747,11440,-1.6403460875153542,22
748,11460,-1.4914299845695496,20
749,11482,-1.6407839506864548,22
750,11505,-1.715630829334259,23
751,11527,-1.6412991136312485,22
752,11547,-1.4922966584563255,20
753,11568,-1.5671046301722527,21
754,11589,-1.5673141479492188,21
755,11610,-1.567523755133152,21
756,11630,-1.4930716380476952,20
757,11651,-1.567918784916401,21
758,11671,-1.493448056280613,20
759,11691,-1.4936247691512108,20
760,11714,-1.717900164425373,23
761,11735,-1.5687586516141891,21
762,11755,-1.4942483007907867,20
763,11776,-1.5691549107432365,21
764,11798,-1.644106164574623,22
765,11819,-1.5696003660559654,21
766,11839,-1.495050236582756,20
767,11860,-1.569997414946556,21
768,11879,-1.4206500500440598,19
769,11899,-1.4955832213163376,20
770,11919,-1.4957610443234444,20
771,11939,-1.4959389939904213,20
772,11960,-1.570931151509285,21
773,11980,-1.4963183775544167,20
774,12000,-1.4964966252446175,20
775,12023,-1.7212045267224312,23
776,12043,-1.496922381222248,20
777,12064,-1.5719642639160156,21
778,12087,-1.721926361322403,23
779,12109,-1.647322915494442,22
780,12129,-1.4977750405669212,20
781,12149,-1.497953936457634,20
782,12169,-1.4981329441070557,20
783,12189,-1.4983120486140251,20
784,12210,-1.5734241008758545,21
785,12233,-1.723525881767273,23
786,12257,-1.7987697124481201,24
787,12278,-1.5741803720593452,21
788,12299,-1.574393019080162,21
789,12319,-1.499616600573063,20
790,12341,-1.6497935950756073,22
791,12361,-1.500021867454052,20
792,12383,-1.6502395793795586,22
793,12405,-1.6504878103733063,22
794,12425,-1.5006531476974487,20
795,12448,-1.7259864583611488,23
796,12468,-1.5010815635323524,20
797,12487,-1.4261916726827621,19
798,12508,-1.576498657464981,21
799,12528,-1.5016227513551712,20
800,12551,-1.7271019965410233,23
801,12571,-1.5020518898963928,20
802,12590,-1.4271138682961464,19
803,12610,-1.5023906975984573,20
804,12630,-1.50257159024477,20
805,12653,-1.7281936779618263,23
806,12675,-1.6533192247152328,22
807,12697,-1.6535684168338776,22
808,12718,-1.5786355286836624,21
809,12740,-1.6540420800447464,22
810,12761,-1.579087756574154,21
811,12781,-1.504089392721653,20
812,12801,-1.5042709335684776,20
813,12822,-1.5796834528446198,21
814,12842,-1.5046569481492043,20
815,12864,-1.6553402468562126,22
816,12885,-1.580327294766903,21
817,12905,-1.5052703469991684,20
818,12926,-1.5807332396507263,21
819,12946,-1.5056571066379547,20
820,12968,-1.6564408242702484,22
821,12989,-1.5813781395554543,21
822,13011,-1.6569162905216217,22
823,13031,-1.5064989030361176,20
824,13051,-1.506681390106678,20
825,13070,-1.4315136522054672,19
826,13089,-1.4316657781600952,19
827,13109,-1.5071843340992928,20
828,13131,-1.658121481537819,22
829,13151,-1.507594920694828,20
830,13175,-1.8093731477856636,24
831,13196,-1.5834599658846855,21
832,13216,-1.5082548186182976,20
833,13235,-1.4330089911818504,19
834,13257,-1.6594762951135635,22
835,13281,-1.8106318190693855,24
836,13302,-1.5845614150166512,21
837,13322,-1.5093041211366653,20
838,13342,-1.5094876363873482,20
839,13364,-1.6606559082865715,22
