,reward,episode_len
0,-19.48265877366066,19
1,-3.8693237006664276,19
2,-3.8276061415672302,19
3,-3.8177971690893173,19
4,-4.208679333329201,21
5,-3.7251145243644714,19
6,-3.737796187400818,19
7,-3.747239872813225,19
8,-3.95138643682003,20
9,-3.7396815568208694,19
10,-3.746273308992386,19
11,-3.9486829042434692,20
12,-3.74093596637249,19
13,-3.745963990688324,19
14,-3.7503261119127274,19
