,reward,episode_len
0,-19.48265877366066,19
1,-3.8693237006664276,19
2,-3.8276061415672302,19
3,-4.015782281756401,20
4,-3.96113720536232,20
5,-3.7353313118219376,19
6,-3.7465395480394363,19
7,-3.7548816204071045,19
8,-3.761332854628563,19
9,-3.766471102833748,19
10,-3.7706602066755295,19
11,-3.7741411477327347,19
12,-3.975258558988571,20
13,-3.9622760713100433,20
14,-3.951410248875618,20
