,rewards,episode_lenghts
0,-18.61427651,15
1,-3.801194564,15
2,-3.758493319,15
3,-3.993238449,16
4,-3.679943487,15
5,-3.69029288,15
6,-3.697635591,15
7,-3.703115821,15
8,-3.707362488,15
9,-3.710749984,15
