,reward,episode_len
0,-19.48265877366066,19
1,-3.8693237006664276,19
2,-3.8276061415672302,19
3,-4.015782281756401,20
4,-3.96113720536232,20
5,-4.12463566660881,21
6,-3.681002825498581,19
7,-3.8913270086050034,20
8,-3.8827894181013107,20
9,-3.6827174574136734,19
10,-3.693981483578682,19
11,-3.898072838783264,20
12,-3.8918409794569016,20
13,-3.8866488486528397,20
14,-3.8822572082281113,20
