,reward,episode_len
0,-20.20209726691246,23
1,-3.599046543240547,21
2,-3.688231021165848,21
3,-3.730244129896164,21
4,-4.1090623289346695,23
5,-3.5259151607751846,20
6,-3.7424283921718597,21
7,-3.7557833790779114,21
8,-3.945051223039627,22
9,-3.9352459013462067,22
10,-3.9276024103164673,22
11,-4.09879344701767,23
12,-3.7229085117578506,21
13,-3.908984810113907,22
14,-4.082556143403053,23
