rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.17977419144873735,0.17977419144873735
2,2,f2,-0.11589374101445495,0.11589374101445495
3,3,f3,-0.10197269950816246,0.10197269950816246
4,0,f0,0.07581160546915759,0.07581160546915759
5,4,f4,-0.021731339420314306,0.021731339420314306
