rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.23034124963014044,0.23034124963014044
2,3,f3,-0.15624103372951786,0.15624103372951786
3,0,f0,0.15228792491189427,0.15228792491189427
4,2,f2,-0.13905524502962902,0.13905524502962902
5,4,f4,-0.020441891638456493,0.020441891638456493
