rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.22071164000691545,0.22071164000691545
2,3,f3,-0.15672879702007986,0.15672879702007986
3,2,f2,-0.13334238613157803,0.13334238613157803
4,0,f0,0.10579451761967042,0.10579451761967042
5,4,f4,-0.021693299323024044,0.021693299323024044
