,f0,f1,f2,f3,f4
f0,1.0,-0.10258443643211189,-0.10308304172222618,-0.1877905076386481,0.01184003805051439
f1,-0.10258443643211189,1.0,0.6929841144330033,0.24765740634295164,-0.03174757289778969
f2,-0.10308304172222618,0.6929841144330033,1.0,0.22287312177317842,-0.01912855795628297
f3,-0.1877905076386481,0.24765740634295164,0.22287312177317842,1.0,0.6334365282114911
f4,0.01184003805051439,-0.031747572897789685,-0.019128557956282946,0.6334365282114911,1.0
