,f0,f1,f2,f3,f4
f0,1.0,-0.1118591079636508,-0.10047540137653434,-0.19394719010148265,0.01195834289360623
f1,-0.1118591079636508,1.0,0.7035730222270906,0.2594268383140492,-0.032233519810830155
f2,-0.10047540137653434,0.7035730222270906,1.0,0.22490933593108176,-0.01961438407354881
f3,-0.19394719010148265,0.2594268383140492,0.22490933593108176,1.0,0.6158228685152285
f4,0.011958342893606233,-0.032233519810830134,-0.01961438407354881,0.6158228685152283,1.0
