rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.1896585254630913,0.1896585254630913
2,3,f3,-0.12226083137250622,0.12226083137250622
3,2,f2,-0.11997378557505955,0.11997378557505955
4,0,f0,0.0963000617578248,0.0963000617578248
5,4,f4,-0.020839833469883863,0.020839833469883863
