,f0,f1,f2,f3,f4
f0,1.0,-0.11972241548720053,-0.10218801510077082,-0.19969336779134242,0.01243224506396218
f1,-0.11972241548720053,1.0,0.7055872175019461,0.2681522453909979,-0.03326616954672901
f2,-0.10218801510077082,0.7055872175019461,1.0,0.22758931022834572,-0.020190244254098016
f3,-0.19969336779134242,0.2681522453909979,0.22758931022834572,1.0,0.6012459763842621
f4,0.012432245063962184,-0.033266169546728994,-0.020190244254098023,0.6012459763842614,1.0
