,f0,f1,f2,f3,f4
f0,1.0,-0.14954813472418169,-0.1123578256691971,-0.21966057399024333,0.012466020362021157
f1,-0.14954813472418169,1.0,0.7166577930242326,0.3089292603505125,-0.036306210829612384
f2,-0.1123578256691971,0.7166577930242326,1.0,0.2530469971123068,-0.02184988864532619
f3,-0.21966057399024333,0.3089292603505125,0.2530469971123068,1.0,0.5311462327940459
f4,0.012466020362021159,-0.03630621082961237,-0.021849888645326207,0.5311462327940452,1.0
