rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.17395957461784614,0.17395957461784614
2,2,f2,-0.11689874788566791,0.11689874788566791
3,3,f3,-0.0891867402819801,0.0891867402819801
4,0,f0,0.06683154137559238,0.06683154137559238
5,4,f4,-0.023995096436605783,0.023995096436605783
