rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.16833709935923835,0.16833709935923835
2,2,f2,-0.12008647753005831,0.12008647753005831
3,3,f3,-0.06721590749397371,0.06721590749397371
4,0,f0,0.06677141863902951,0.06677141863902951
5,4,f4,-0.027435492582988122,0.027435492582988122
