,f0,f1,f2,f3,f4
f0,1.0,-0.13041366905129917,-0.10390181880137496,-0.20414267164986116,0.014383213365412598
f1,-0.13041366905129917,1.0,0.7131516381373318,0.2755097681753426,-0.034800450151223045
f2,-0.10390181880137496,0.7131516381373318,1.0,0.23086547890442688,-0.021211628722479517
f3,-0.20414267164986116,0.2755097681753426,0.23086547890442688,1.0,0.5893896059185687
f4,0.014383213365412605,-0.03480045015122306,-0.021211628722479503,0.5893896059185693,1.0
