rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.16162261047543755,0.16162261047543755
2,2,f2,-0.10202103080572202,0.10202103080572202
3,0,f0,0.07291155276749527,0.07291155276749527
4,3,f3,-0.051878617611631976,0.051878617611631976
5,4,f4,-0.025499032445761374,0.025499032445761374
