rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.1726875148659076,0.1726875148659076
2,2,f2,-0.11969344276573257,0.11969344276573257
3,3,f3,-0.0810355405453719,0.0810355405453719
4,0,f0,0.0640528188583003,0.0640528188583003
5,4,f4,-0.02482021521897904,0.02482021521897904
