,f0,f1,f2,f3,f4
f0,1.0,-0.16702012155768411,-0.1358594806815753,-0.2264198331910816,0.009993491668659142
f1,-0.16702012155768411,1.0,0.7048212021827561,0.326146263822482,-0.0384324119851645
f2,-0.1358594806815753,0.7048212021827561,1.0,0.27024713865371025,-0.022475809625229295
f3,-0.2264198331910816,0.326146263822482,0.27024713865371025,1.0,0.5082758888060556
f4,0.009993491668659153,-0.03843241198516451,-0.022475809625229298,0.5082758888060556,1.0
