,f0,f1,f2,f3,f4
f0,1.0,-0.0967537881241063,-0.10684320725936783,-0.18293653172150387,0.013297764085787336
f1,-0.0967537881241063,1.0,0.6819240329686658,0.2377294940598409,-0.031230243154167243
f2,-0.10684320725936783,0.6819240329686658,1.0,0.22006030040649638,-0.018612102607316456
f3,-0.18293653172150387,0.2377294940598409,0.22006030040649638,1.0,0.6477496867115687
f4,0.013297764085787337,-0.031230243154167243,-0.018612102607316442,0.6477496867115693,1.0
