,f0,f1,f2,f3,f4
f0,1.0,-0.1424496077359624,-0.22688823756931903,-0.2125714635506114,-0.02550686392368304
f1,-0.1424496077359624,1.0,0.6478553419109429,0.36653017941906685,-0.06693590055264823
f2,-0.22688823756931903,0.6478553419109429,1.0,0.3128989269077706,-0.03279616710485008
f3,-0.2125714635506114,0.36653017941906685,0.3128989269077706,1.0,0.2801987891044441
f4,-0.025506863923683044,-0.06693590055264825,-0.03279616710485007,0.2801987891044438,1.0
