rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.16584346878960077,0.16584346878960077
2,2,f2,-0.11468038050343778,0.11468038050343778
3,0,f0,0.0694039898491799,0.0694039898491799
4,3,f3,-0.061645337234471416,0.061645337234471416
5,4,f4,-0.026032342537096367,0.026032342537096367
