,f0,f1,f2,f3,f4
f0,1.0,-0.1399099951531348,-0.10777401949823698,-0.21146849305626905,0.014961690732280975
f1,-0.1399099951531348,1.0,0.7148203950145966,0.29044099893325304,-0.03533334540445661
f2,-0.10777401949823698,0.7148203950145966,1.0,0.2396946542556494,-0.021412868569596073
f3,-0.21146849305626905,0.29044099893325304,0.2396946542556494,1.0,0.560990260041652
f4,0.014961690732280975,-0.0353333454044566,-0.02141286856959607,0.5609902600416523,1.0
