,f0,f1,f2,f3,f4
f0,1.0,-0.18865990838083044,-0.16081735546267742,-0.23277069824390878,0.008905998799491159
f1,-0.18865990838083044,1.0,0.6931438606206304,0.34523541742389746,-0.040877240273107775
f2,-0.16081735546267742,0.6931438606206304,1.0,0.2881514697860236,-0.023247258880805647
f3,-0.23277069824390878,0.34523541742389746,0.2881514697860236,1.0,0.4754821927851382
f4,0.00890599879949116,-0.04087724027310777,-0.023247258880805654,0.4754821927851382,1.0
