rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.1634964250869744,0.1634964250869744
2,2,f2,-0.10777767357557042,0.10777767357557042
3,0,f0,0.07395835173775804,0.07395835173775804
4,3,f3,-0.054098992421131385,0.054098992421131385
5,4,f4,-0.024838361086765706,0.024838361086765706
