rank,idx,feature,weight
1,5,f5,0.19900108923271875
2,3,f3,0.18706254457972243
3,6,f6,0.14873148314431822
4,4,f4,0.14820094621934138
5,1,f1,0.11957431276006583
6,2,f2,0.11138039521884285
7,0,f0,0.08604922884499053
