rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.11890035797127557,0.11890035797127557
2,1,f1,-0.03081918496741281,0.03081918496741281
3,4,f4,0.025684017246781748,0.025684017246781748
4,6,f6,-0.021804123093774476,0.021804123093774476
5,2,f2,0.019682917083713964,0.019682917083713964
6,5,f5,-0.005073295346874025,0.005073295346874025
7,3,f3,0.0032429996362483868,0.0032429996362483868
