rank,idx,feature,weight
1,5,f5,0.18381068807027326
2,3,f3,0.18006482745009947
3,6,f6,0.1499466623408167
4,4,f4,0.14421217365188324
5,1,f1,0.1311079370734996
6,2,f2,0.12384923720584423
7,0,f0,0.08700847420758358
