rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.10221625816445146,0.10221625816445146
2,1,f1,-0.03371129331765649,0.03371129331765649
3,4,f4,0.025763920706435725,0.025763920706435725
4,6,f6,-0.012045117828556313,0.012045117828556313
5,5,f5,-0.0106172170042023,0.0106172170042023
6,2,f2,0.00945829356441681,0.00945829356441681
7,3,f3,-0.002633797072660241,0.002633797072660241
