rank,idx,feature,weight
1,5,f5,0.1907410553007914
2,3,f3,0.186871990614232
3,4,f4,0.14938968117026838
4,6,f6,0.14827323829540284
5,1,f1,0.1205689539698184
6,2,f2,0.11525775223118753
7,0,f0,0.08889732841829942
