rank,idx,feature,weight
1,5,f5,0.1892324198019825
2,3,f3,0.18561644270823338
3,6,f6,0.148305252830454
4,4,f4,0.14742651984103247
5,1,f1,0.12220151213825857
6,2,f2,0.11738068974234833
7,0,f0,0.08983716293769083
