rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.09101869814973285,0.09101869814973285
2,1,f1,-0.03235101305962371,0.03235101305962371
3,4,f4,0.0256313046517304,0.0256313046517304
4,5,f5,-0.010867155743548566,0.010867155743548566
5,6,f6,-0.006507562995044235,0.006507562995044235
6,2,f2,0.005221282528816816,0.005221282528816816
7,3,f3,-0.0025756713771243975,0.0025756713771243975
