rank,idx,feature,weight
1,5,f5,0.18809373711758492
2,3,f3,0.17992592054326242
3,6,f6,0.14955616066582222
4,4,f4,0.14411306105318866
5,1,f1,0.13021718944631097
6,2,f2,0.12343155295464774
7,0,f0,0.0846623782191831
