rank,idx,feature,weight
1,5,f5,0.19636025720098502
2,3,f3,0.1850537620208764
3,6,f6,0.1509151649528905
4,4,f4,0.1468028836963998
5,1,f1,0.12128315920043273
6,2,f2,0.11426240464745292
7,0,f0,0.08532236828096278
