rank,idx,feature,weight
1,5,f5,0.18897182025756737
2,3,f3,0.18145235336083634
3,6,f6,0.14838870240989005
4,4,f4,0.1445697084825244
5,1,f1,0.1272628042686094
6,2,f2,0.12230379478223644
7,0,f0,0.08705081643833606
