rank,idx,feature,weight
1,5,f5,0.2010009874222856
2,3,f3,0.17879475011057241
3,6,f6,0.15185722916285713
4,4,f4,0.14727207735434986
5,1,f1,0.11883939929333158
6,2,f2,0.10741989896401498
7,0,f0,0.0948156576925886
