rank,idx,feature,weight
1,5,f5,0.18947633425626623
2,3,f3,0.18298021436158135
3,6,f6,0.14771764559483186
4,4,f4,0.14505711589977008
5,1,f1,0.12516545733631698
6,2,f2,0.12030858176847305
7,0,f0,0.08929465078276043
