rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.1089337897174785,0.1089337897174785
2,1,f1,-0.031585358743911926,0.031585358743911926
3,4,f4,0.025820420342456303,0.025820420342456303
4,2,f2,0.015553030798841294,0.015553030798841294
5,6,f6,-0.015212086455276148,0.015212086455276148
6,5,f5,-0.007384937844560151,0.007384937844560151
7,3,f3,0.0011409868799677407,0.0011409868799677407
