rank,idx,feature,weight
1,5,f5,0.18260491615618965
2,3,f3,0.18057210092727732
3,6,f6,0.15098892795441723
4,4,f4,0.14474508968941968
5,1,f1,0.13036155272269445
6,2,f2,0.12316036820023595
7,0,f0,0.08756704434976578
