rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.2529895915426625,0.2529895915426625
2,2,f2,0.10555781335521464,0.10555781335521464
3,5,f5,0.05013133298274311,0.05013133298274311
4,3,f3,0.04816934903731139,0.04816934903731139
5,4,f4,0.029597029121897187,0.029597029121897187
6,1,f1,0.01717010504261691,0.01717010504261691
7,6,f6,0.004274860865611166,0.004274860865611166
