rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.09537739386232308,0.09537739386232308
2,1,f1,-0.031915374885934725,0.031915374885934725
3,4,f4,0.025915025167622528,0.025915025167622528
4,5,f5,-0.010504915916125039,0.010504915916125039
5,6,f6,-0.008865140923752672,0.008865140923752672
6,2,f2,0.008570437389912202,0.008570437389912202
7,3,f3,-0.0030670332142820164,0.0030670332142820164
