rank,idx,feature,weight
1,5,f5,0.1885278025145386
2,3,f3,0.18049119127316796
3,6,f6,0.148861250500422
4,4,f4,0.1444010451251052
5,1,f1,0.12891549016061643
6,2,f2,0.12295638665207008
7,0,f0,0.08584683377407976
