rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.08026304211512444,0.08026304211512444
2,1,f1,-0.02896594804328042,0.02896594804328042
3,4,f4,0.027024377090867687,0.027024377090867687
4,5,f5,-0.010322181371448169,0.010322181371448169
5,3,f3,-0.003997630482278395,0.003997630482278395
6,2,f2,0.0030869177672768634,0.0030869177672768634
7,6,f6,-0.0006221415037691278,0.0006221415037691278
