2022-08-21 11:11:40,667275: Logging to /logs/20201026.1/2022-08-21.6 in formats [<HumanOutputFormat(<stdout>)>, <HumanOutputFormat(/logs/20201026.1/2022-08-21.6/log.txt)>, <driver.logger.CSVOutputFormat object at 0x7f71b45c2410>]
2022-08-21 11:11:40,668009: Training once: starting...
2022-08-21 11:11:40,668919: Loading workload from file: /input_workloads/TEST-DNNEVO-2.swf
2022-08-21 11:11:40,672071: Dumping jobs available for training
2022-08-21 11:11:40,673211: {'jobId': 1, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,673924: {'jobId': 2, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,674684: {'jobId': 3, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,675273: {'jobId': 4, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,675850: {'jobId': 5, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,676346: {'jobId': 6, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,676866: {'jobId': 7, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,677439: {'jobId': 8, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,678015: {'jobId': 9, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,678557: {'jobId': 10, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,679179: {'jobId': 11, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,679609: {'jobId': 12, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,680393: {'jobId': 13, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,681253: {'jobId': 14, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,682010: {'jobId': 15, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,682849: {'jobId': 16, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,683713: {'jobId': 17, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,684175: {'jobId': 18, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,684862: {'jobId': 19, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,685342: {'jobId': 20, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,685838: {'jobId': 21, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,686453: {'jobId': 22, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,687033: {'jobId': 23, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,687522: {'jobId': 24, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,688141: {'jobId': 25, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,688680: {'jobId': 26, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,689372: {'jobId': 27, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,689850: {'jobId': 28, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,690452: {'jobId': 29, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,691018: {'jobId': 30, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,691615: {'jobId': 31, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,692041: {'jobId': 32, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,692725: {'jobId': 33, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,693313: {'jobId': 34, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,693811: {'jobId': 35, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,694474: {'jobId': 36, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,695268: {'jobId': 37, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,695838: {'jobId': 38, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,696398: {'jobId': 39, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,697169: {'jobId': 40, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,698293: {'jobId': 41, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,699032: {'jobId': 42, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,699556: {'jobId': 43, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,700149: {'jobId': 44, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,701107: {'jobId': 45, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,701820: {'jobId': 46, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,702502: {'jobId': 47, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,703403: {'jobId': 48, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,704090: {'jobId': 49, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,704803: {'jobId': 50, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,705489: {'jobId': 51, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,706475: {'jobId': 52, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,707110: {'jobId': 53, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,707781: {'jobId': 54, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,708397: {'jobId': 55, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,709031: {'jobId': 56, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,709550: {'jobId': 57, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,710121: {'jobId': 58, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,710754: {'jobId': 59, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,711432: {'jobId': 60, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,712139: {'jobId': 61, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,713520: {'jobId': 62, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,714854: {'jobId': 63, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
2022-08-21 11:11:40,716038: {'jobId': 64, 'submissionDelay': 3600, 'mi': 3960000, 'numberOfCores': 1}
